CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,LifetimeValue,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash On Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_Unified Payment Interface,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Cluster
51546,0,0,1,6,2,4,5,6,0,19,2,2,0,143,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51547,0,22,1,24,3,3,1,2,1,15,0,1,7,168,330,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51548,0,7,1,16,2,3,3,2,1,17,2,2,0,138,238,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51549,0,13,1,25,2,3,1,9,1,15,3,3,7,127,585,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51550,1,1,1,35,3,3,5,8,1,19,1,1,0,167,19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51551,1,0,3,33,2,3,1,2,0,22,0,1,9,176,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
51552,0,0,1,15,2,1,4,2,1,16,2,2,2,123,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51553,0,10,1,24,3,3,1,2,0,13,0,1,7,122,132,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51554,0,13,1,15,3,4,1,10,0,14,0,1,2,149,182,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51555,0,19,1,6,3,3,5,8,0,16,0,1,3,194,304,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51556,1,0,3,10,2,5,1,2,0,11,6,9,8,204,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51557,0,3,1,6,2,4,3,2,0,22,4,5,8,185,330,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
51558,0,0,3,26,2,3,3,2,0,14,1,1,7,200,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
51559,0,24,1,14,2,4,4,6,0,16,2,4,4,225,1536,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
51560,1,0,1,15,2,3,5,6,1,11,0,1,4,127,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51561,0,14,3,12,3,3,1,4,1,18,0,3,0,236,758,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
51562,1,0,3,32,2,4,5,6,0,15,1,1,1,167,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
51563,1,10,1,6,2,3,3,1,0,14,0,1,5,121,142,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51564,0,18,3,12,2,4,1,7,0,12,5,12,8,189,2592,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2
51565,0,27,3,9,2,3,5,3,0,14,1,1,5,159,378,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51566,0,9,1,11,3,3,4,9,0,16,2,3,7,159,432,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51567,0,6,1,15,2,4,4,7,0,21,0,1,1,126,126,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51568,0,10,1,17,2,3,1,2,1,14,1,1,4,222,140,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
51569,0,11,3,9,3,3,3,1,0,12,1,5,13,206,660,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
51570,0,4,1,6,2,5,3,1,0,12,0,1,4,143,48,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51571,0,10,1,9,3,4,1,4,0,17,0,1,0,122,173,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51572,0,10,3,10,2,3,1,5,0,17,3,5,8,128,850,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
51573,0,2,3,6,2,3,1,2,0,14,4,4,1,179,112,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
51574,0,8,3,6,3,3,3,2,0,14,1,1,8,188,112,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
51575,1,0,1,15,2,4,1,2,1,13,0,1,1,124,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51576,0,25,1,8,2,4,1,8,0,15,2,2,2,132,750,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51577,0,15,1,10,2,3,1,2,0,15,0,11,15,292,2591,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
51578,0,10,2,12,2,3,3,9,0,17,0,2,2,123,346,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51579,0,23,3,6,3,3,1,4,0,15,1,1,6,295,361,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
51580,1,0,1,15,2,3,1,6,1,13,1,1,4,124,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51581,0,16,3,22,3,3,1,6,1,22,0,3,9,261,1058,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
51582,1,0,1,8,2,3,5,8,0,20,1,1,7,127,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51583,0,25,3,8,3,4,3,2,1,18,1,15,12,291,6750,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2
51584,0,5,3,10,2,3,4,3,0,11,1,1,2,139,55,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51585,1,0,1,6,3,4,3,1,1,14,0,1,2,137,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51586,0,10,1,6,3,3,3,8,0,14,1,1,2,122,142,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51587,0,5,3,32,3,3,1,1,0,18,2,2,2,145,180,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
51588,0,14,1,25,2,3,5,3,0,16,0,1,0,131,224,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51589,0,13,1,30,3,3,1,2,0,17,2,4,7,133,884,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51590,0,18,1,6,3,1,1,1,0,15,1,1,7,292,282,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
51591,0,4,1,9,3,3,3,10,0,12,2,3,2,237,144,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51592,0,6,1,11,2,4,1,2,0,13,0,1,2,129,78,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51593,0,7,1,8,2,4,5,7,0,13,0,5,9,160,455,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51594,0,10,1,6,2,4,5,3,0,14,0,1,2,139,140,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51595,0,18,1,13,3,1,3,5,0,17,1,1,2,164,306,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51596,1,0,1,16,3,3,3,7,0,11,0,1,0,200,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51597,0,12,1,8,3,3,3,1,0,25,6,11,4,209,3300,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2
51598,0,2,1,15,2,3,1,2,0,19,1,1,5,123,38,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51599,0,15,1,23,2,1,5,4,1,13,1,1,2,165,195,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
51600,0,2,3,26,2,3,1,3,0,14,1,1,2,169,28,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
51601,0,0,1,6,3,3,3,1,0,12,1,1,2,149,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
51602,0,15,1,15,2,4,5,1,1,11,7,7,8,126,1155,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51603,0,13,1,8,2,3,3,1,0,15,3,3,9,294,612,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
51604,0,24,1,6,2,3,1,2,0,11,1,1,0,127,264,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51605,1,0,1,35,3,4,4,1,0,11,0,1,4,135,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51606,0,5,1,13,2,1,4,2,0,20,0,1,3,128,100,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51607,0,11,3,8,2,4,1,4,0,18,1,7,5,152,1386,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51608,0,10,1,8,2,4,5,5,0,13,0,1,4,122,132,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
51609,0,19,3,8,3,5,4,4,1,12,1,7,7,269,1596,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
51610,1,0,1,8,3,3,3,3,0,11,0,1,0,135,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51611,0,2,3,8,3,4,4,3,0,19,1,1,0,166,38,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51612,0,4,1,29,3,4,1,1,0,21,0,7,8,156,588,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51613,0,0,1,11,2,1,5,2,0,12,1,1,5,140,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51614,0,18,1,26,3,3,1,1,1,14,2,3,10,235,758,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
51615,0,9,1,12,2,3,1,1,0,11,1,10,11,132,990,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51616,0,28,1,6,2,3,5,1,1,14,1,4,13,290,1568,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
51617,1,10,1,35,2,3,4,2,1,12,4,9,4,218,1080,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
51618,0,10,1,15,3,3,1,2,0,23,1,1,4,121,234,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51619,0,10,3,12,3,3,1,5,0,14,1,1,1,165,140,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51620,0,0,1,9,3,4,3,2,0,17,1,1,0,132,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51621,0,10,1,6,3,3,1,3,1,18,0,3,2,236,541,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
51622,0,8,1,28,3,1,4,8,0,18,5,6,4,220,864,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
51623,0,11,3,13,2,1,5,2,1,24,4,7,7,156,1848,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51624,0,0,1,6,2,3,4,2,0,20,1,1,4,164,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
51625,0,23,1,10,3,3,4,4,0,14,1,1,6,291,322,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
51626,0,26,1,9,2,3,3,4,1,16,1,1,3,276,416,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
51627,0,15,3,6,1,3,3,2,0,25,6,11,6,149,4125,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2
51628,0,2,3,8,2,3,1,2,0,18,0,1,9,146,36,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51629,0,28,1,26,2,3,1,4,1,19,0,1,8,154,532,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51630,0,0,1,17,2,3,5,2,1,13,1,3,3,147,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51631,0,10,1,6,2,3,1,2,0,12,1,5,7,121,611,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51632,1,7,1,30,2,3,3,4,1,22,0,1,0,132,154,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51633,0,11,1,29,2,3,1,10,0,14,0,1,2,157,154,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51634,1,0,1,15,2,3,4,3,1,13,1,1,2,124,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51635,0,1,1,14,3,3,1,2,0,21,1,1,2,133,21,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51636,0,22,1,16,2,3,5,10,1,11,1,1,2,287,242,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
51637,0,9,1,9,1,3,4,5,0,12,2,7,7,145,756,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
51638,0,4,3,11,2,3,4,2,0,11,0,2,2,128,88,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
51639,1,0,3,10,2,4,1,2,1,12,4,7,4,158,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51640,0,10,1,15,2,3,1,2,1,12,0,1,2,123,120,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51641,0,15,3,32,3,3,4,6,0,14,3,3,8,235,631,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
51642,1,10,1,9,2,3,3,2,0,13,1,1,0,114,132,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51643,0,8,3,22,3,3,4,1,0,15,3,6,9,180,720,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
51644,0,9,1,24,2,1,1,5,0,18,1,1,0,137,162,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51645,0,24,1,8,2,5,4,6,0,18,0,1,2,155,432,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51646,0,14,3,8,2,3,4,2,0,19,1,3,4,260,800,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
51647,0,10,3,16,3,4,3,2,0,12,0,1,0,112,122,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51648,0,1,1,22,3,1,5,1,0,19,0,1,7,157,19,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
51649,0,4,3,13,3,1,1,5,0,11,3,7,7,169,308,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51650,0,12,1,6,2,1,1,1,0,17,1,3,7,196,612,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51651,0,9,1,30,2,3,4,8,0,15,1,1,8,157,135,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
51652,0,5,3,13,3,4,3,2,0,14,3,4,8,155,280,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51653,0,11,1,31,2,4,4,4,0,17,0,1,4,221,187,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
51654,0,30,1,6,2,5,3,3,1,13,1,1,2,157,390,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51655,0,4,1,11,2,3,1,1,1,12,1,1,3,148,48,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51656,0,4,2,8,3,4,5,4,0,12,0,1,0,164,48,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
51657,0,18,1,13,3,3,5,2,0,18,2,9,11,152,2916,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2
51658,0,4,1,8,2,3,1,1,1,18,2,2,2,127,144,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51659,0,6,1,11,3,3,4,7,0,11,7,8,4,219,528,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
51660,0,0,1,16,3,3,5,2,1,14,1,11,10,271,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
51661,0,16,1,15,2,3,1,1,0,19,0,1,7,125,304,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51662,0,22,1,6,2,4,3,8,1,12,0,3,7,240,794,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
51663,1,15,1,14,2,4,4,3,0,15,7,7,7,149,1575,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51664,0,0,1,15,2,3,4,2,1,12,0,1,2,125,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51665,0,5,3,14,3,4,4,2,1,11,11,11,9,152,605,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51666,0,0,3,8,3,3,3,2,1,11,0,1,4,145,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51667,0,4,3,13,3,3,1,5,0,12,0,1,7,175,48,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
51668,0,5,1,8,3,1,1,8,0,16,0,1,7,151,80,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51669,1,0,1,8,2,5,1,6,1,13,1,2,2,135,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51670,0,3,1,34,3,3,1,2,0,13,1,1,9,158,39,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51671,0,4,1,13,2,4,3,2,0,24,7,8,9,189,768,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
51672,0,12,1,13,2,4,1,2,0,15,6,13,3,293,2450,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
51673,1,2,3,9,2,3,3,5,1,18,1,1,0,152,36,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51674,0,6,3,16,2,4,1,4,0,14,1,1,1,147,84,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51675,0,20,1,11,2,3,3,5,0,11,1,1,1,283,220,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
51676,0,16,1,16,2,4,3,2,0,11,1,1,0,153,176,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
51677,0,0,3,6,3,3,4,1,1,13,0,1,4,163,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
51678,0,27,1,26,2,3,3,4,0,12,0,1,3,149,324,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
51679,0,16,1,13,2,3,5,9,0,16,1,1,0,200,256,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
51680,0,18,1,14,3,3,1,10,0,14,8,9,8,137,2268,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
51681,0,13,3,6,2,5,1,3,1,22,1,1,2,175,286,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51682,1,10,1,14,3,5,5,2,1,11,0,1,7,121,112,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
51683,0,2,1,15,1,4,1,1,0,17,1,2,2,140,68,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
51684,0,3,3,11,1,4,3,2,0,13,1,1,2,161,39,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51685,0,0,3,14,2,3,4,2,0,18,0,1,7,162,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51686,0,10,1,11,3,3,1,8,0,16,1,1,4,163,160,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51687,0,11,1,21,3,4,1,1,1,14,2,2,4,215,308,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
51688,0,4,1,13,2,3,1,2,1,14,4,4,10,171,224,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
51689,0,2,3,16,2,4,4,2,1,14,1,1,7,183,28,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51690,0,8,1,11,3,3,4,1,0,13,1,1,13,181,104,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
51691,0,0,1,32,2,3,1,2,0,12,0,1,2,129,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
51692,0,14,1,12,3,4,4,7,1,15,1,1,2,160,210,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
51693,0,20,3,10,2,3,3,4,0,19,0,1,0,130,380,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
51694,0,15,1,29,2,3,1,3,0,14,0,3,0,260,631,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
51695,0,2,3,8,3,3,3,2,0,14,1,1,2,146,28,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51696,0,15,2,8,2,3,3,1,1,11,1,1,0,127,165,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51697,0,5,1,15,3,3,4,2,0,13,0,1,7,124,65,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51698,0,21,3,35,3,3,3,4,0,21,0,1,4,225,441,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
51699,0,10,1,12,2,1,5,5,1,13,6,6,7,160,780,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51700,0,3,3,31,2,3,3,8,1,12,2,2,2,147,72,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51701,0,0,3,6,2,3,3,2,0,17,0,7,7,153,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
51702,0,15,1,8,3,4,1,4,0,23,1,1,0,168,345,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
51703,1,10,3,6,3,4,4,2,1,11,1,1,2,122,112,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
51704,0,9,3,6,2,3,1,5,0,15,1,1,0,167,135,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
51705,0,9,3,9,2,4,1,5,0,11,0,1,12,197,99,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51706,0,30,1,6,2,3,3,3,0,11,0,1,2,168,330,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
51707,0,10,1,16,2,1,3,4,1,13,0,1,7,122,132,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51708,0,0,3,15,2,3,1,2,0,24,2,2,2,126,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51709,1,0,3,11,2,3,3,2,1,13,0,1,0,129,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
51710,0,10,1,16,3,3,5,7,0,20,1,1,3,135,200,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51711,0,19,1,13,1,3,3,3,0,14,1,1,0,153,266,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51712,1,4,3,10,2,3,4,2,0,18,4,7,7,194,504,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51713,0,23,1,16,3,4,1,7,0,15,1,1,3,205,345,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
51714,1,3,3,28,3,4,3,3,1,12,1,1,0,164,36,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
51715,0,4,1,15,2,4,4,1,1,16,2,2,2,127,128,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51716,1,0,3,18,2,1,4,2,0,15,0,1,0,127,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
51717,0,10,1,29,2,3,1,10,0,16,0,1,2,122,163,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
51718,0,8,1,15,3,4,4,10,0,19,0,1,0,165,152,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51719,0,0,1,6,2,3,4,2,0,11,0,1,4,138,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51720,0,1,3,15,3,3,1,2,0,16,1,1,7,153,16,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51721,0,22,1,13,2,4,3,9,0,24,1,1,4,210,528,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
51722,0,24,3,20,2,3,1,5,0,11,1,1,7,149,264,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
51723,0,9,1,15,3,3,3,5,0,13,2,2,2,125,234,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51724,1,0,3,25,3,1,1,9,1,13,0,1,4,153,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
51725,0,28,1,8,3,3,1,3,1,13,1,1,2,267,364,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
51726,0,0,3,16,3,3,3,2,1,12,0,1,3,143,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51727,0,3,3,15,3,3,4,2,0,18,1,1,0,125,54,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
51728,1,0,1,9,2,3,5,1,0,22,0,1,4,131,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51729,0,10,1,17,2,3,4,2,0,13,1,1,2,122,132,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
51730,0,9,3,8,3,4,3,2,0,13,8,9,0,176,1053,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
51731,1,10,1,10,2,3,1,10,1,23,1,1,0,123,234,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
51732,0,10,1,20,2,3,5,2,0,12,10,12,17,130,1440,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51733,0,13,3,8,2,3,4,8,0,12,0,1,3,157,156,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51734,0,15,1,15,3,3,5,4,0,16,0,1,2,126,240,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
51735,0,10,1,16,2,3,4,3,1,12,0,1,1,142,120,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
51736,0,16,1,18,2,4,4,2,0,11,3,3,9,243,529,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
51737,0,13,1,8,3,4,3,7,0,22,1,1,0,134,286,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51738,0,27,1,11,2,3,5,5,0,15,1,1,2,294,424,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
51739,0,7,3,10,3,3,3,10,0,15,0,1,2,165,105,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
51740,0,4,1,13,2,3,5,2,0,12,3,3,12,143,144,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
51741,0,10,1,27,3,3,1,8,0,20,1,1,2,123,203,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
